,EmployeeID,Attrition,Age,HomeToWork,HourlnWeek,Involvement,WorkLifeBalance,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MonthlyIncome,TravelProfile_Rarely,TravelProfile_Yes,Department_Analytics,Department_Marketing,Department_Sales,EducationField_CA,EducationField_Engineer,EducationField_MBA,EducationField_Marketing Diploma,EducationField_Statistics,Gender_F,Gender_M,Designation_AVP,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single
901,5110902,1.0,23.0,11.0,81.0,3,2,5,0,2,1,23.0,2.0,1.0,1.0,18398.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
902,5110903,0.0,29.0,9.0,62.0,4,2,2,0,6,0,19.0,8.0,0.0,3.0,17532.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
903,5110904,0.0,36.0,21.0,59.0,3,4,3,1,4,0,22.0,13.0,0.0,0.0,17259.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
904,5110905,0.0,29.0,3.0,78.0,4,5,4,1,2,0,24.0,10.0,0.0,0.0,21644.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
905,5110906,0.0,41.0,5.0,54.0,4,2,3,0,3,0,20.0,9.0,3.0,2.5,18809.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
906,5110907,0.0,30.0,6.0,54.0,3,4,5,1,5,0,19.0,8.0,2.0,2.0,18204.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
907,5110908,0.0,37.0,26.0,52.0,4,3,2,0,7,0,18.0,9.0,1.0,3.0,20731.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
908,5110909,0.0,35.0,11.0,65.0,3,5,5,1,6,0,23.0,7.0,2.0,3.0,22500.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
909,5110910,0.0,26.0,3.0,32.0,1,3,2,0,1,0,17.0,8.0,1.0,3.0,20472.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
910,5110911,0.0,55.0,6.0,57.0,3,4,1,0,4,0,20.0,37.0,1.0,10.0,33779.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
911,5110912,1.0,36.0,1.0,59.0,5,5,5,1,0,0,26.0,1.0,0.0,0.0,17325.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
912,5110913,0.0,32.0,25.0,80.0,3,1,1,1,1,0,20.0,10.0,4.0,7.0,20309.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
913,5110914,1.0,32.0,25.0,70.0,3,5,3,0,2,1,21.0,11.0,7.0,8.0,22179.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
914,5110915,0.0,30.0,13.0,41.0,4,1,4,1,2,1,20.0,8.0,2.0,8.0,24268.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
915,5110916,0.0,36.0,3.0,59.0,3,4,5,0,3,0,18.0,3.0,0.0,0.0,17322.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
916,5110917,0.0,39.0,5.0,56.0,4,2,3,0,4,1,25.0,11.0,1.0,3.0,23756.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
917,5110918,0.0,54.0,23.0,61.0,3,4,3,1,3,0,30.0,36.0,4.0,7.0,32426.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
918,5110919,0.0,24.0,5.0,46.0,4,5,2,0,0,0,22.0,6.0,3.0,4.0,18162.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
919,5110920,1.0,23.0,10.0,33.0,3,1,5,1,1,0,24.0,1.0,1.0,0.0,16790.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
920,5110921,0.0,26.0,5.0,79.0,1,1,3,0,2,0,23.0,6.204819277108434,1.0,8.0,21206.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
921,5110922,0.0,38.0,3.0,32.0,3,1,4,0,7,0,21.0,10.0,0.0,0.0,22351.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
922,5110923,0.0,24.0,5.0,46.0,4,1,1,0,0,0,22.0,6.0,3.0,4.0,18162.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
923,5110924,0.0,36.0,9.0,59.0,2,5,2,0,1,0,24.0,1.0,0.0,1.0,21736.822097865694,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
924,5110925,1.0,35.0,22.0,69.0,2,3,2,0,9,1,19.0,9.391061452513966,1.0,5.0,21304.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
925,5110926,0.0,55.0,23.0,33.0,3,4,3,1,4,0,18.0,21.0,0.0,4.0,20869.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
926,5110927,0.0,51.0,13.0,82.0,4,1,1,1,7,0,21.0,21.0,2.0,4.0,26496.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
927,5110928,0.0,46.0,3.0,69.0,3,5,5,0,8,0,28.0,28.0,15.0,9.0,32048.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
928,5110929,0.0,46.0,7.0,32.0,3,1,5,0,5,1,17.0,10.0,1.0,4.0,21006.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
929,5110930,0.0,34.0,10.0,46.0,4,2,4,0,1,0,19.0,9.0,7.0,7.0,23621.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
930,5110931,0.0,24.0,25.0,49.0,3,5,4,0,8,0,27.0,6.0,1.0,2.0,18597.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
931,5110932,1.0,37.0,12.0,54.0,4,4,5,1,8,0,29.0,11.0,1.0,4.0,19407.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
932,5110933,1.0,29.0,15.0,81.0,3,3,1,1,2,1,17.0,2.0,1.0,1.0,18515.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
933,5110934,0.0,31.0,30.0,61.0,4,1,1,1,1,0,19.0,13.0,5.0,7.0,20468.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
934,5110935,0.0,32.0,8.0,69.0,3,3,1,0,2,0,17.0,11.0,1.0,3.0,21476.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
935,5110936,0.0,36.0,13.0,76.0,3,1,3,1,9,1,17.0,7.0,1.0,1.0,19663.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
936,5110937,0.0,31.0,19.0,60.0,1,1,3,0,4,0,22.0,8.080385852090032,2.0,8.0,21294.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
937,5110938,0.0,37.0,8.0,30.0,3,1,3,0,4,0,18.0,16.0,0.0,2.0,28664.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
938,5110939,0.0,50.0,25.0,74.0,3,4,4,1,4,0,22.0,28.0,2.0,3.0,32413.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
939,5110940,1.0,36.0,10.0,56.0,3,3,5,1,3,0,19.0,15.0,1.0,0.0,17018.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
940,5110941,1.0,53.0,25.0,66.0,3,3,5,1,6,1,18.0,15.0,2.0,2.0,25448.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
941,5110942,0.0,49.0,1.0,36.0,3,2,5,0,2,0,21.0,7.0,0.0,2.0,18580.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
942,5110943,0.0,25.0,5.0,67.0,4,4,1,1,1,1,16.0,5.0,1.0,3.0,19487.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
943,5110944,1.0,35.0,28.0,54.0,3,2,1,0,1,1,23.0,10.0,0.0,7.0,20813.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
944,5110945,0.0,41.0,11.0,56.0,3,4,2,0,7,0,19.0,14.260089686098654,1.0,10.0,21230.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
945,5110946,0.0,33.0,4.0,56.0,3,3,3,1,1,1,16.0,8.0,3.0,0.0,17909.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
946,5110947,0.0,37.0,11.0,79.0,4,2,5,0,1,0,27.0,7.0,1.0,4.0,18342.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
947,5110948,1.0,29.0,8.0,52.0,3,4,3,0,2,1,19.0,3.0,3.0,3.0,19441.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
948,5110949,1.0,35.0,5.0,56.0,3,3,5,0,0,1,27.0,9.0,4.0,7.0,24582.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
949,5110950,1.0,28.0,14.0,54.0,3,2,3,1,3,1,16.0,6.0,2.0,2.0,24854.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
950,5110951,0.0,28.0,22.0,69.0,4,5,5,1,2,0,17.0,8.0,1.0,8.0,20066.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
951,5110952,0.0,36.0,14.0,36.0,3,1,4,1,4,0,18.0,8.0,0.0,4.0,17143.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
952,5110953,0.0,32.0,9.0,61.0,1,3,3,1,5,0,17.0,9.0,1.0,3.0,20175.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
953,5110954,0.0,31.0,15.0,55.0,3,4,3,1,1,0,17.0,7.0,5.0,5.0,22577.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
954,5110955,0.0,36.0,10.0,64.0,3,2,1,0,1,0,28.0,5.0,0.0,4.0,17070.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
955,5110956,0.0,26.0,2.0,65.0,3,5,5,0,0,0,18.0,8.0,7.0,6.0,17867.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
956,5110957,0.0,42.0,9.0,77.0,3,5,1,1,4,1,24.0,17.0,1.0,1.0,29591.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
957,5110958,0.0,44.0,4.0,35.0,3,4,1,0,4,1,17.0,26.0,0.0,1.0,34513.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
958,5110959,0.0,52.0,10.0,36.0,4,4,3,0,3,0,23.0,11.0,1.0,1.0,22132.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
959,5110960,1.0,32.0,1.0,62.0,4,4,3,0,0,1,19.0,4.0,1.0,2.5,18730.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
960,5110961,0.0,36.0,7.0,59.0,3,3,3,1,2,1,17.0,10.0,2.0,2.0,20249.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
961,5110962,0.0,36.0,15.0,68.0,3,4,2,1,0,1,22.0,17.0,4.0,11.0,21586.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
962,5110963,0.0,36.0,15.0,59.0,3,5,5,0,1,1,19.0,9.0,6.0,8.0,17235.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
963,5110964,1.0,39.0,3.0,54.0,4,5,5,0,2,1,28.0,11.0,0.0,0.0,18646.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
964,5110965,0.0,46.0,3.0,63.0,3,5,2,1,4,0,20.0,9.0,1.0,3.0,18270.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
965,5110966,1.0,29.0,5.0,56.0,5,1,2,0,6,1,19.0,6.0,3.0,3.0,19464.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
966,5110967,1.0,29.0,9.0,52.0,5,2,4,0,1,0,18.0,2.0,2.0,2.0,17760.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
967,5110968,0.0,30.0,12.0,45.0,3,4,3,1,10,0,23.0,10.0,2.0,2.5,18974.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
968,5110969,1.0,50.0,9.0,56.0,4,1,3,1,1,1,19.0,3.0,0.0,2.0,17683.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
969,5110970,1.0,28.0,3.0,79.0,3,5,3,1,2,0,16.0,5.0,0.0,0.0,18485.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
970,5110971,1.0,28.0,9.0,79.0,3,2,2,0,1,1,16.0,1.0,0.0,0.0,17515.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
971,5110972,0.0,34.0,12.0,56.0,4,1,4,0,4,0,16.0,14.0,1.0,8.0,19490.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
972,5110973,0.0,37.0,13.0,62.0,3,4,5,0,8,1,19.0,16.0,6.0,8.0,24321.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
973,5110974,1.0,31.0,17.0,70.0,3,2,3,1,2,0,19.0,10.0,0.0,0.0,23161.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
974,5110975,0.0,28.0,13.0,70.0,4,3,1,0,2,1,17.0,7.0,5.0,5.0,21769.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
975,5110976,0.0,31.0,12.0,59.0,3,4,2,0,3,1,24.0,8.0,0.0,2.0,17356.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
976,5110977,0.0,43.0,5.0,58.0,4,5,5,1,1,1,17.0,11.0,8.0,9.0,18593.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
977,5110978,0.0,29.0,9.0,63.0,3,1,2,0,4,0,27.0,11.0,1.0,7.0,17514.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
978,5110979,1.0,47.0,12.0,54.0,3,3,1,1,5,0,17.0,29.0,5.0,4.0,26096.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
979,5110980,1.0,45.0,27.0,80.0,3,5,5,0,2,0,19.0,5.0,0.0,0.0,19286.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
980,5110981,1.0,36.0,10.0,56.0,3,5,5,1,3,0,19.0,15.0,1.0,0.0,17018.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
981,5110982,0.0,40.0,1.0,78.0,4,4,4,0,1,0,27.0,22.0,11.0,11.0,28503.0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
982,5110983,1.0,29.0,28.0,35.0,3,1,2,0,1,0,27.0,10.0,1.0,9.0,22639.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
983,5110984,1.0,32.0,25.0,70.0,3,5,3,1,2,1,21.0,11.0,7.0,8.0,22179.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
984,5110985,0.0,43.0,5.0,81.0,1,2,5,0,8,0,22.0,11.0,1.0,4.0,22272.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
985,5110986,1.0,36.0,22.0,37.0,4,5,4,0,1,1,18.0,1.0,0.0,0.0,17121.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
986,5110987,1.0,31.0,4.0,33.0,3,1,3,1,1,0,17.0,7.0,7.0,2.5,19084.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
987,5110988,0.0,41.0,13.0,46.0,3,1,2,1,3,1,16.0,6.0,0.0,0.0,19766.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
988,5110989,0.0,55.0,5.0,43.0,4,1,3,1,7,0,17.0,14.0,8.0,1.0,26686.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
989,5110990,0.0,30.0,17.0,33.0,3,2,1,0,1,0,17.0,10.0,0.0,8.0,17862.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
990,5110991,0.0,35.0,14.0,58.0,4,4,4,0,5,0,17.0,15.0,2.0,9.0,20490.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
991,5110992,0.0,47.0,21.0,59.0,3,2,3,1,3,0,20.0,20.0,0.0,9.0,20810.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
992,5110993,0.0,30.0,8.0,57.0,3,2,4,1,0,0,19.0,4.0,1.0,2.0,17983.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
993,5110994,0.0,42.0,22.0,38.0,3,2,5,1,3,0,22.0,18.0,1.0,2.5,19072.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
994,5110995,1.0,27.0,18.0,59.0,3,1,3,0,1,1,18.0,8.0,7.0,7.0,17394.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
995,5110996,1.0,35.0,9.0,55.0,3,3,5,1,3,0,17.0,9.0,2.0,2.5,18960.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
996,5110997,0.0,33.0,29.0,79.0,3,3,3,1,1,1,17.0,15.0,5.0,7.0,20207.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
997,5110998,0.0,40.0,22.0,43.0,3,1,1,1,9,0,20.0,8.0,3.0,3.0,19902.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
998,5110999,1.0,46.0,10.0,64.0,4,1,2,0,1,0,21.0,9.0,4.0,7.0,24619.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
999,5111000,0.0,35.0,24.0,76.0,2,5,2,1,2,0,18.0,9.391061452513966,6.0,8.0,21337.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1000,5111001,1.0,34.0,9.0,52.0,3,3,3,0,1,0,20.0,2.0,2.0,2.0,17742.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1001,5111002,0.0,33.0,3.0,62.0,3,4,4,0,8,0,20.0,13.0,1.0,7.0,20147.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1002,5111003,0.0,36.0,3.0,59.0,3,2,4,0,1,0,16.0,6.0,1.0,2.0,17226.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1003,5111004,1.0,36.0,27.0,75.0,5,3,1,1,2,1,20.0,2.0,2.0,1.0,17118.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1004,5111005,0.0,46.0,10.0,79.0,2,4,3,1,5,0,23.0,10.0,1.0,3.0,22434.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1005,5111006,1.0,30.0,16.0,53.0,3,3,4,0,6,0,17.0,8.0,1.0,1.0,21765.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1006,5111007,0.0,39.0,3.0,64.0,3,2,3,0,0,0,30.0,20.0,11.0,8.0,25938.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1007,5111008,0.0,48.0,17.0,80.0,3,2,3,0,4,1,23.0,12.0,2.0,3.0,20591.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1008,5111009,0.0,29.0,4.0,62.0,3,4,3,0,1,0,19.0,6.0,1.0,2.0,20561.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1009,5111010,1.0,35.0,22.0,69.0,2,5,2,0,9,1,19.0,9.391061452513966,1.0,5.0,21304.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1010,5111011,0.0,31.0,5.0,37.0,4,4,1,0,1,0,19.0,7.0,2.0,2.5,18720.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1011,5111012,1.0,34.0,8.0,66.0,5,2,3,0,1,1,29.0,9.277955271565496,0.0,6.0,21074.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1012,5111013,0.0,51.0,27.0,66.0,3,3,3,0,2,0,19.0,29.0,4.0,17.0,31307.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1013,5111014,0.0,27.0,5.0,57.0,1,2,4,0,1,1,25.0,6.097435897435897,0.0,3.0,21142.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1014,5111015,1.0,37.0,11.0,61.0,3,2,3,1,6,0,16.0,17.0,0.0,0.0,25048.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1015,5111016,0.0,45.0,10.0,33.0,3,3,1,1,1,1,20.0,24.0,2.0,11.0,35049.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1016,5111017,0.0,49.0,7.0,80.0,4,2,3,1,8,0,20.0,28.0,5.0,9.0,26999.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1017,5111018,0.0,49.0,8.0,35.0,3,2,4,1,3,0,19.0,29.0,0.0,7.0,25466.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1018,5111019,0.0,34.0,7.0,41.0,3,3,3,0,1,0,19.0,16.0,2.0,10.0,19809.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1019,5111020,1.0,33.0,4.0,70.0,3,2,5,1,1,1,16.0,10.0,9.0,7.0,18348.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1020,5111021,0.0,36.0,1.0,46.0,3,3,3,0,0,0,26.0,6.0,1.0,3.0,17064.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1021,5111022,1.0,44.0,1.0,61.0,4,5,5,0,9,0,19.0,24.0,3.0,6.0,25482.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1022,5111023,1.0,47.0,12.0,66.0,4,3,1,0,2,0,22.0,10.0,5.0,8.0,25619.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1023,5111024,0.0,38.0,14.0,49.0,3,1,1,0,2,1,20.0,11.0,1.0,8.0,28185.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1024,5111025,1.0,34.0,24.0,43.0,3,5,5,1,9,1,20.0,11.0,0.0,2.0,24950.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1025,5111026,0.0,39.0,3.0,80.0,4,3,3,1,1,0,16.0,20.0,11.0,10.0,19553.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1026,5111027,0.0,42.0,4.0,65.0,1,1,2,0,2,1,18.0,17.0,1.0,3.0,20231.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1027,5111028,1.0,50.0,9.0,50.0,3,3,3,0,3,1,19.0,18.0,1.0,3.0,21796.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1028,5111029,0.0,38.0,14.0,66.0,3,3,3,0,5,0,24.0,9.0,1.0,3.0,19629.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1029,5111030,0.0,36.0,10.0,53.0,4,4,3,0,1,0,18.0,10.0,1.0,8.0,17206.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1030,5111031,0.0,35.0,24.0,30.0,3,2,5,1,3,1,20.0,4.0,2.0,2.5,19014.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1031,5111032,0.0,36.0,4.0,39.0,3,3,2,1,5,0,27.0,7.0,0.0,0.0,17835.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1032,5111033,1.0,30.0,27.0,75.0,4,1,1,0,2,1,30.0,2.0,2.0,1.0,18439.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1033,5111034,0.0,33.0,5.0,81.0,3,4,1,1,1,0,19.0,9.0,4.0,2.5,19068.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1034,5111035,0.0,31.0,6.0,51.0,3,3,3,1,1,0,19.0,6.0,0.0,2.0,23346.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1035,5111036,0.0,36.0,10.0,64.0,3,5,3,0,4,0,17.0,7.0,2.0,0.0,17105.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1036,5111037,0.0,40.0,13.0,67.0,3,4,3,0,8,0,27.0,10.0,3.0,3.0,29464.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1037,5111038,0.0,41.0,5.0,64.0,3,5,4,1,4,0,20.0,16.0,6.0,11.0,21677.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1038,5111039,0.0,43.0,3.0,67.0,3,2,5,1,4,0,22.0,9.0,2.0,3.0,18576.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1039,5111040,0.0,44.0,6.0,60.0,4,4,3,1,3,0,19.0,7.0,0.0,3.0,18162.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1040,5111041,0.0,47.0,5.0,53.0,3,2,3,0,7,0,19.0,27.0,1.0,2.0,33861.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1041,5111042,0.0,44.0,1.0,44.0,3,3,1,0,4,1,23.0,8.0,2.0,2.0,18195.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1042,5111043,0.0,35.0,19.0,80.0,3,5,3,0,1,1,19.0,10.0,0.0,2.0,20689.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1043,5111044,1.0,35.0,10.0,68.0,5,3,3,1,2,1,30.0,10.0,1.0,7.0,22074.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1044,5111045,0.0,30.0,9.0,67.0,3,2,3,0,1,0,27.0,1.0,0.0,0.0,17693.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1045,5111046,0.0,58.0,16.0,57.0,3,5,3,1,2,1,19.0,23.0,2.0,2.0,30787.0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1046,5111047,0.0,30.0,1.0,63.0,3,4,4,1,0,1,26.0,12.0,5.0,7.0,18579.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
