EmployeeID,Attrition,Age,TravelProfile,Department,HomeToWork,EducationField,Gender,HourlnWeek,Involvement,WorkLifeBalance,Designation,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome
5110645.0,1.0,33.0,Rarely,Sales,17.0,Marketing Diploma,Female,69.0,3.0,3.0,Manager,5.0,0.0,5.0,0.0,20.0,6.0,0.0,2.0,Single,20324.0
5110646.0,1.0,30.0,Rarely,Sales,26.0,Statistics,F,47.0,4.0,3.0,Senior Manager,5.0,1.0,2.0,0.0,,12.0,4.0,11.0,Divorsed,23336.0
5110647.0,0.0,,Rarely,Analytics,4.0,Statistics,Female,59.0,3.0,4.0,Executive,1.0,0.0,1.0,0.0,26.0,1.0,0.0,0.0,M,17061.0
5110648.0,0.0,37.0,Rarely,Analytics,14.0,CA,Male,47.0,3.0,3.0,Manager,1.0,0.0,1.0,0.0,22.0,10.0,3.0,7.0,Married,19285.0
5110649.0,1.0,34.0,Rarely,Analytics,7.0,CA,Male,53.0,3.0,3.0,Executive,5.0,1.0,2.0,0.0,16.0,8.0,1.0,3.0,Single,17960.0
5110650.0,0.0,,Yes,Sales,21.0,Engineer,Female,54.0,3.0,4.0,Executive,2.0,0.0,1.0,0.0,20.0,3.0,0.0,2.0,Divorsed,17157.0
5110651.0,0.0,34.0,Yes,Analytics,4.0,Statistics,Male,45.0,3.0,5.0,Manager,2.0,0.0,0.0,0.0,,7.0,0.0,4.0,Single,22756.0
5110652.0,0.0,58.0,Rarely,Analytics,27.0,Statistics,Male,55.0,2.0,2.0,Senior Manager,2.0,0.0,4.0,1.0,22.0,13.0,2.0,5.0,Married,25439.0
5110653.0,1.0,47.0,Rarely,Sales,12.0,CA,Male,66.0,4.0,5.0,Senior Manager,2.0,0.0,2.0,0.0,22.0,10.0,5.0,8.0,Single,25619.0
5110654.0,0.0,42.0,Rarely,Analytics,10.0,Other,Male,63.0,4.0,2.0,VP,1.0,0.0,8.0,0.0,27.0,24.0,0.0,1.0,Single,34613.0
5110655.0,0.0,48.0,Rarely,Analytics,7.0,Statistics,F,64.0,4.0,5.0,Senior Manager,4.0,0.0,9.0,1.0,18.0,29.0,15.0,11.0,Married,26333.0
5110656.0,0.0,51.0,Rarely,Analytics,7.0,Statistics,Male,68.0,3.0,2.0,VP,4.0,0.0,4.0,0.0,20.0,29.0,2.0,7.0,Married,35144.0
5110657.0,1.0,47.0,Yes,Sales,10.0,Statistics,Male,52.0,5.0,4.0,AVP,3.0,1.0,7.0,0.0,16.0,25.0,14.0,10.0,Married,27936.0
5110658.0,1.0,57.0,Rarely,Analytics,27.0,Statistics,Male,69.0,3.0,3.0,Executive,1.0,1.0,2.0,0.0,22.0,6.0,2.0,1.0,Single,18587.0
5110659.0,1.0,40.0,Rarely,Sales,26.0,Marketing Diploma,Male,57.0,4.0,1.0,Senior Manager,4.0,1.0,2.0,1.0,17.0,9.0,1.0,0.0,Single,24094.0
5110660.0,0.0,33.0,Rarely,Analytics,3.0,Statistics,Male,60.0,3.0,3.0,Executive,1.0,1.0,0.0,0.0,19.0,4.0,0.0,2.0,Single,17500.0
5110661.0,0.0,46.0,Rarely,Analytics,1.0,CA,Male,67.0,3.0,1.0,Senior Manager,5.0,0.0,7.0,0.0,21.0,17.0,0.0,3.0,Married,24396.0
5110662.0,0.0,46.0,Rarely,Analytics,32.0,CA,Male,55.0,3.0,4.0,Executive,2.0,0.0,6.0,0.0,19.0,10.0,1.0,4.0,Single,19452.0
5110663.0,1.0,31.0,Yes,Sales,27.0,Marketing Diploma,Male,63.0,3.0,3.0,Manager,1.0,1.0,1.0,1.0,16.0,10.0,0.0,8.0,Married,20617.0
5110664.0,0.0,,No,Analytics,1.0,Statistics,Female,,4.0,5.0,Executive,4.0,1.0,6.0,0.0,25.0,5.0,0.0,2.0,Divorsed,17332.0
5110665.0,0.0,18.0,No,Analytics,6.0,Statistics,Male,73.0,3.0,5.0,Executive,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,Single,16051.0
5110666.0,0.0,30.0,Rarely,Analytics,1.0,Statistics,Male,55.0,4.0,2.0,Manager,1.0,0.0,1.0,1.0,17.0,10.0,3.0,0.0,Married,20126.0
5110667.0,0.0,38.0,Yes,Sales,3.0,CA,Male,33.0,5.0,5.0,Manager,1.0,1.0,2.0,0.0,20.0,7.0,2.0,4.0,Married,25525.0
5110668.0,0.0,55.0,Rarely,Analytics,1.0,CA,Male,51.0,3.0,1.0,VP,5.0,1.0,0.0,1.0,19.0,37.0,4.0,13.0,Single,34045.0
5110669.0,0.0,49.0,Rarely,Sales,5.0,Marketing Diploma,Female,39.0,3.0,1.0,Manager,2.0,1.0,3.0,0.0,20.0,15.0,7.0,8.0,Divorsed,20051.0
5110670.0,0.0,32.0,Rarely,Analytics,4.0,CA,Female,63.0,3.0,3.0,Manager,5.0,1.0,1.0,0.0,17.0,8.0,6.0,3.0,Divorsed,21725.0
5110671.0,0.0,35.0,Rarely,Analytics,3.0,Statistics,Male,44.0,4.0,5.0,Senior Manager,4.0,1.0,2.0,0.0,23.0,15.0,6.0,4.0,Married,25274.0
5110672.0,0.0,36.0,Yes,Analytics,4.0,Engineer,Male,46.0,3.0,2.0,Executive,4.0,1.0,1.0,0.0,17.0,12.0,0.0,7.0,M,18692.0
5110673.0,0.0,52.0,Rarely,Sales,4.0,Marketing Diploma,Male,31.0,4.0,4.0,AVP,5.0,0.0,1.0,0.0,16.0,34.0,1.0,16.0,Married,31856.0
5110674.0,1.0,23.0,Yes,,10.0,Marketing Diploma,Male,33.0,3.0,5.0,Executive,5.0,1.0,1.0,0.0,24.0,1.0,1.0,0.0,Married,16790.0
5110675.0,0.0,40.0,Rarely,Marketing,7.0,CA,Male,38.0,3.0,5.0,AVP,1.0,1.0,1.0,1.0,26.0,21.0,7.0,7.0,Single,31437.0
5110676.0,1.0,20.0,Rarely,Analytics,,CA,Female,68.0,4.0,3.0,Executive,5.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,Single,17600.0
5110677.0,0.0,24.0,Rarely,Sales,11.0,Marketing Diploma,Female,77.0,3.0,3.0,Manager,3.0,0.0,1.0,1.0,17.0,5.0,0.0,3.0,Married,19260.0
5110678.0,0.0,33.0,Rarely,Sales,10.0,Marketing Diploma,Male,69.0,3.0,4.0,Manager,2.0,0.0,5.0,0.0,18.0,8.0,1.0,4.0,Divorsed,25204.0
5110679.0,1.0,58.0,Rarely,Analytics,3.0,Engineer,Male,,3.0,2.0,Executive,3.0,1.0,4.0,0.0,29.0,7.0,0.0,0.0,Single,17479.0
5110680.0,1.0,30.0,Rarely,Sales,3.0,CA,Female,50.0,4.0,5.0,Executive,3.0,0.0,7.0,1.0,25.0,6.0,1.0,,M,18800.0
5110681.0,0.0,56.0,Rarely,Analytics,9.0,Statistics,Female,67.0,3.0,1.0,Executive,5.0,0.0,4.0,1.0,23.0,5.0,2.0,2.0,Married,19257.0
5110682.0,0.0,33.0,Rarely,Analytics,6.0,Statistics,F,41.0,3.0,4.0,Senior Manager,1.0,0.0,4.0,0.0,21.0,11.0,8.0,8.0,Single,27159.0
5110683.0,0.0,27.0,Rarely,Analytics,26.0,Statistics,Female,62.0,3.0,2.0,Executive,2.0,1.0,2.0,0.0,28.0,4.0,1.0,,M,18886.0
5110684.0,1.0,18.0,Yes,,6.0,Marketing Diploma,Male,69.0,3.0,2.0,Executive,4.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,Single,16878.0
5110685.0,0.0,37.0,Rarely,Analytics,17.0,Statistics,Male,70.0,3.0,1.0,Manager,1.0,1.0,1.0,1.0,23.0,18.0,5.0,12.0,Married,22586.0
5110686.0,1.0,20.0,Rarely,Analytics,5.0,Engineer,Male,54.0,3.0,3.0,Executive,5.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,Single,17973.0
5110687.0,1.0,39.0,Rarely,Analytics,7.0,CA,Male,,3.0,2.0,Executive,5.0,1.0,7.0,1.0,26.0,8.0,2.0,2.0,Divorsed,17404.0
5110688.0,0.0,36.0,No,Sales,11.0,CA,Male,32.0,3.0,3.0,Senior Manager,2.0,1.0,1.0,0.0,19.0,10.0,9.0,7.0,Single,24980.0
5110689.0,0.0,27.0,Rarely,Analytics,20.0,Other,Male,67.0,4.0,1.0,Executive,5.0,0.0,1.0,0.0,16.0,7.0,0.0,,Married,19066.0
5110690.0,1.0,30.0,Rarely,Analytics,13.0,Statistics,Female,64.0,4.0,1.0,,5.0,0.0,7.0,1.0,26.0,4.0,1.0,1.0,Single,18404.0
5110691.0,0.0,40.0,Rarely,Sales,27.0,Marketing Diploma,Male,74.0,3.0,1.0,Manager,5.0,0.0,1.0,0.0,,8.0,7.0,5.0,Married,23396.0
5110692.0,1.0,36.0,Yes,Sales,21.0,Marketing Diploma,Female,69.0,3.0,5.0,Manager,3.0,1.0,1.0,1.0,24.0,6.0,4.0,3.0,Divorsed,20614.0
5110693.0,1.0,18.0,No,,9.0,CA,Male,80.0,3.0,1.0,Executive,3.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,Single,16904.0
5110694.0,0.0,31.0,Rarely,Marketing,3.0,MBA,Male,62.0,4.0,3.0,Manager,5.0,1.0,3.0,0.0,17.0,9.0,1.0,0.0,Married,21410.0
5110695.0,0.0,37.0,Rarely,Analytics,11.0,Statistics,Male,49.0,3.0,5.0,Manager,4.0,0.0,2.0,1.0,17.0,18.0,0.0,1.0,Single,19197.0
5110696.0,0.0,27.0,Yes,Analytics,9.0,Other,Male,63.0,1.0,1.0,Executive,1.0,0.0,1.0,0.0,24.0,9.0,8.0,8.0,M,18544.0
5110697.0,0.0,49.0,Rarely,Analytics,7.0,Statistics,F,41.0,4.0,1.0,AVP,3.0,0.0,2.0,1.0,24.0,30.0,2.0,12.0,Married,28966.0
5110698.0,0.0,40.0,Rarely,Sales,27.0,Marketing Diploma,Male,74.0,3.0,5.0,Manager,5.0,1.0,1.0,0.0,,8.0,7.0,5.0,Divorsed,23396.0
5110699.0,1.0,36.0,Rarely,Analytics,,Statistics,Female,43.0,1.0,5.0,Executive,5.0,1.0,1.0,0.0,21.0,18.0,15.0,14.0,Single,17743.0
5110700.0,0.0,28.0,Rarely,Analytics,5.0,Statistics,Female,49.0,3.0,3.0,Manager,1.0,1.0,1.0,0.0,24.0,5.0,3.0,3.0,Married,20227.0
5110701.0,1.0,,Yes,Sales,1.0,Engineer,Female,59.0,4.0,2.0,Executive,4.0,0.0,1.0,1.0,16.0,3.0,1.0,2.0,Single,17174.0
5110702.0,0.0,34.0,Rarely,Analytics,18.0,CA,Female,67.0,3.0,1.0,Manager,1.0,1.0,1.0,1.0,19.0,11.0,,2.0,Married,20878.0
5110703.0,0.0,,Rarely,Analytics,16.0,Statistics,Male,,3.0,3.0,Executive,2.0,1.0,1.0,0.0,24.0,6.0,1.0,5.0,Single,17340.0
5110704.0,0.0,32.0,Rarely,Analytics,11.0,Statistics,Female,63.0,3.0,1.0,Manager,2.0,1.0,2.0,0.0,29.0,12.0,2.0,9.0,Single,20424.0
5110705.0,0.0,30.0,Rarely,Analytics,9.0,Statistics,F,73.0,1.0,2.0,Senior Manager,5.0,1.0,0.0,1.0,17.0,9.0,1.0,7.0,Married,26416.0
5110706.0,1.0,41.0,Rarely,Analytics,,Statistics,Female,57.0,5.0,5.0,Executive,1.0,1.0,4.0,1.0,18.0,10.0,1.0,0.0,M,17778.0
5110707.0,0.0,33.0,Yes,Sales,1.0,Statistics,Female,42.0,2.0,1.0,Manager,5.0,1.0,2.0,0.0,24.0,10.0,1.0,3.0,Divorsed,20376.0
5110708.0,0.0,35.0,Rarely,Sales,8.0,Statistics,Male,,3.0,5.0,Executive,3.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,M,
5110709.0,0.0,37.0,No,Analytics,11.0,Statistics,F,65.0,1.0,4.0,Senior Manager,5.0,0.0,10.0,0.0,20.0,11.0,1.0,6.0,Married,27713.0
5110710.0,0.0,44.0,Rarely,Sales,5.0,CA,Male,75.0,3.0,2.0,Manager,1.0,1.0,2.0,1.0,23.0,11.0,9.0,9.0,Married,23847.0
5110711.0,0.0,60.0,Rarely,Analytics,5.0,Statistics,F,71.0,4.0,4.0,AVP,1.0,1.0,4.0,1.0,19.0,31.0,5.0,4.0,Single,29726.0
5110712.0,0.0,47.0,Rarely,Analytics,5.0,CA,Male,48.0,3.0,5.0,VP,1.0,1.0,8.0,1.0,23.0,25.0,3.0,3.0,Married,35328.0
5110713.0,1.0,29.0,Rarely,Sales,24.0,Statistics,F,45.0,4.0,1.0,Senior Manager,5.0,0.0,1.0,0.0,18.0,11.0,3.0,10.0,Divorsed,22336.0
5110714.0,1.0,23.0,Rarely,Analytics,6.0,Statistics,Female,36.0,3.0,5.0,Manager,3.0,1.0,1.0,1.0,25.0,5.0,1.0,3.0,Divorsed,20171.0
5110715.0,0.0,31.0,Rarely,Sales,11.0,CA,Female,56.0,3.0,2.0,Manager,1.0,1.0,2.0,1.0,16.0,8.0,1.0,4.0,Married,21583.0
5110716.0,0.0,28.0,Rarely,Sales,6.0,CA,Male,68.0,3.0,5.0,Manager,2.0,0.0,1.0,0.0,19.0,4.0,0.0,2.0,Single,19908.0
5110717.0,0.0,36.0,Rarely,Analytics,,Statistics,Female,66.0,3.0,5.0,Executive,3.0,1.0,4.0,0.0,18.0,6.0,2.0,2.0,M,17543.0
5110718.0,0.0,30.0,No,Analytics,10.0,CA,Male,66.0,3.0,5.0,Manager,5.0,1.0,1.0,0.0,16.0,12.0,6.0,10.0,M,18072.0
5110719.0,0.0,39.0,Rarely,Analytics,11.0,CA,Male,76.0,3.0,2.0,Manager,5.0,1.0,2.0,0.0,18.0,10.0,7.0,7.0,Married,20377.0
5110720.0,1.0,49.0,Yes,Analytics,29.0,Statistics,Male,67.0,4.0,3.0,Manager,5.0,0.0,3.0,0.0,25.0,20.0,1.0,3.0,Single,19284.0
5110721.0,0.0,48.0,Rarely,Analytics,16.0,Other,Female,,3.0,5.0,Executive,5.0,1.0,8.0,0.0,17.0,10.0,7.0,6.0,M,17367.0
5110722.0,0.0,35.0,No,Analytics,6.0,Statistics,Male,42.0,4.0,4.0,Executive,1.0,1.0,4.0,0.0,23.0,7.0,1.0,,M,18979.0
5110723.0,1.0,51.0,Rarely,Sales,31.0,Marketing Diploma,Male,41.0,4.0,3.0,Senior Manager,5.0,1.0,5.0,1.0,19.0,21.0,3.0,1.0,Married,26854.0
5110724.0,0.0,34.0,Yes,Analytics,11.0,CA,Male,43.0,3.0,5.0,Executive,3.0,0.0,1.0,1.0,22.0,5.0,2.0,,M,18815.0
5110725.0,1.0,32.0,Rarely,Sales,2.0,Statistics,Male,34.0,5.0,5.0,Manager,4.0,0.0,6.0,0.0,20.0,10.0,0.0,0.0,Single,21735.0
5110726.0,1.0,29.0,Rarely,Analytics,27.0,CA,Male,53.0,3.0,1.0,Executive,4.0,1.0,2.0,1.0,23.0,2.0,1.0,1.0,M,18408.0
5110727.0,1.0,18.0,Yes,,6.0,Marketing Diploma,Male,69.0,3.0,2.0,Executive,4.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,Single,16878.0
5110728.0,0.0,41.0,Rarely,Sales,5.0,Marketing Diploma,Female,48.0,3.0,1.0,Manager,4.0,0.0,8.0,0.0,18.0,9.0,2.0,4.0,Married,21715.0
5110729.0,0.0,39.0,Rarely,Marketing,4.0,MBA,Female,44.0,1.0,5.0,Manager,4.0,1.0,9.0,0.0,20.0,,3.0,6.0,Married,21389.0
5110730.0,0.0,27.0,Rarely,Analytics,6.0,Statistics,Female,,3.0,2.0,Executive,4.0,1.0,1.0,1.0,17.0,4.0,1.0,2.0,Single,17478.0
5110731.0,1.0,28.0,Rarely,Analytics,3.0,Statistics,Male,79.0,3.0,3.0,Executive,3.0,1.0,2.0,0.0,16.0,5.0,0.0,0.0,Single,18485.0
5110732.0,0.0,40.0,Rarely,Analytics,1.0,Statistics,Male,,3.0,3.0,Executive,1.0,0.0,8.0,0.0,24.0,8.0,0.0,0.0,M,17406.0
5110733.0,0.0,56.0,Rarely,Analytics,8.0,Statistics,Male,49.0,5.0,2.0,Senior Manager,1.0,1.0,4.0,0.0,16.0,37.0,0.0,2.0,Single,22260.0
5110734.0,0.0,42.0,Rarely,Analytics,9.0,CA,Male,61.0,3.0,2.0,Executive,5.0,0.0,3.0,1.0,19.0,21.0,3.0,18.0,Single,20721.0
5110735.0,1.0,28.0,Rarely,Analytics,3.0,CA,Male,46.0,3.0,5.0,Executive,3.0,1.0,6.0,0.0,22.0,5.0,2.0,1.0,Single,19382.0
5110736.0,0.0,35.0,Rarely,Analytics,8.0,CA,Male,59.0,4.0,5.0,Manager,1.0,1.0,2.0,0.0,20.0,16.0,5.0,14.0,Married,19986.0
5110737.0,0.0,25.0,Rarely,Sales,9.0,Other,Female,55.0,3.0,1.0,Manager,3.0,1.0,0.0,1.0,27.0,6.0,0.0,4.0,Married,19907.0
5110738.0,1.0,30.0,Rarely,Analytics,3.0,Engineer,Male,57.0,3.0,1.0,Executive,3.0,0.0,1.0,0.0,20.0,8.0,2.0,6.0,Single,18058.0
5110739.0,0.0,30.0,Rarely,Marketing,10.0,MBA,Male,48.0,3.0,5.0,Manager,1.0,1.0,0.0,1.0,24.0,,4.0,7.0,Married,21347.0
5110740.0,0.0,39.0,Rarely,Analytics,21.0,CA,Male,62.0,5.0,1.0,Manager,1.0,1.0,4.0,1.0,22.0,16.0,2.0,1.0,Married,21811.0
5110741.0,1.0,41.0,No,Sales,27.0,Statistics,F,82.0,1.0,2.0,AVP,4.0,1.0,5.0,1.0,22.0,23.0,1.0,1.0,Single,29194.0
5110742.0,1.0,48.0,No,Analytics,32.0,Statistics,Male,60.0,3.0,1.0,Senior Manager,4.0,1.0,2.0,1.0,18.0,11.0,10.0,10.0,Married,27849.0
5110743.0,0.0,30.0,Rarely,Sales,8.0,Marketing Diploma,Female,73.0,3.0,1.0,Manager,5.0,1.0,7.0,0.0,19.0,8.0,0.0,2.0,Married,19779.0
5110744.0,0.0,49.0,No,Analytics,19.0,Statistics,Male,62.0,3.0,5.0,Manager,1.0,0.0,1.0,1.0,20.0,7.0,1.0,7.0,Married,21804.0
5110745.0,0.0,33.0,Rarely,Analytics,11.0,CA,Female,63.0,1.0,5.0,Manager,3.0,1.0,6.0,0.0,18.0,,2.0,4.0,Married,21175.0
5110746.0,1.0,29.0,Rarely,Sales,24.0,Statistics,F,45.0,4.0,1.0,Senior Manager,5.0,0.0,1.0,0.0,18.0,11.0,3.0,10.0,Married,22336.0
5110747.0,0.0,43.0,Yes,Analytics,1.0,Statistics,Female,33.0,3.0,5.0,Manager,2.0,0.0,4.0,0.0,18.0,12.0,2.0,2.0,Divorsed,20562.0
5110748.0,0.0,28.0,Rarely,Analytics,14.0,Statistics,Male,63.0,3.0,2.0,Executive,5.0,1.0,1.0,0.0,20.0,7.0,2.0,5.0,Divorsed,18099.0
5110749.0,0.0,32.0,Rarely,Analytics,7.0,Statistics,Male,43.0,3.0,2.0,Executive,3.0,0.0,3.0,0.0,25.0,8.0,1.0,4.0,Single,18038.0
5110750.0,0.0,29.0,Rarely,Analytics,4.0,Engineer,Male,56.0,3.0,3.0,Executive,5.0,0.0,3.0,0.0,17.0,6.0,2.0,3.0,Single,18080.0
5110751.0,0.0,49.0,Rarely,Sales,5.0,Marketing Diploma,Female,39.0,3.0,4.0,Manager,1.0,1.0,3.0,0.0,20.0,15.0,7.0,8.0,Married,20051.0
5110752.0,1.0,32.0,Yes,Analytics,5.0,Statistics,Male,66.0,3.0,1.0,Executive,1.0,1.0,7.0,1.0,19.0,8.0,3.0,3.0,Married,19722.0
5110753.0,0.0,46.0,Rarely,Sales,23.0,Statistics,Female,52.0,3.0,2.0,Manager,3.0,0.0,9.0,0.0,21.0,9.0,,2.0,Single,20850.0
5110754.0,1.0,,Rarely,Analytics,1.0,Engineer,Male,55.0,3.0,4.0,Executive,3.0,0.0,0.0,0.0,19.0,7.0,1.0,5.0,Single,17058.0
5110755.0,1.0,55.0,Rarely,Sales,14.0,Marketing Diploma,Male,55.0,1.0,4.0,AVP,3.0,0.0,6.0,1.0,22.0,24.0,3.0,8.0,Single,28695.0
5110756.0,0.0,46.0,Rarely,Sales,4.0,Marketing Diploma,Male,52.0,3.0,4.0,AVP,3.0,0.0,3.0,0.0,17.0,23.0,4.0,9.0,Married,32465.0
5110757.0,0.0,42.0,Yes,Analytics,,CA,Male,35.0,3.0,5.0,Executive,2.0,1.0,5.0,1.0,19.0,8.0,2.0,2.0,Single,17515.0
5110758.0,0.0,44.0,Rarely,Analytics,5.0,CA,Male,50.0,3.0,2.0,Manager,4.0,0.0,9.0,0.0,17.0,10.0,2.0,3.0,Single,20933.0
5110759.0,0.0,48.0,No,Analytics,1.0,CA,Male,35.0,1.0,5.0,AVP,2.0,0.0,2.0,0.0,27.0,27.0,2.0,1.0,Single,
5110760.0,0.0,33.0,Rarely,Sales,11.0,CA,Male,58.0,1.0,5.0,Manager,1.0,0.0,2.0,0.0,21.0,11.0,1.0,9.0,Married,22209.0
5110761.0,0.0,52.0,Rarely,Analytics,9.0,Other,Female,54.0,3.0,1.0,Executive,5.0,0.0,9.0,0.0,18.0,12.0,0.0,4.0,Divorsed,17950.0
5110762.0,0.0,54.0,Rarely,Analytics,6.0,CA,Male,47.0,3.0,1.0,AVP,3.0,0.0,4.0,1.0,22.0,22.0,2.0,4.0,Divorsed,33584.0
5110763.0,0.0,35.0,Rarely,,5.0,Other,Male,75.0,3.0,2.0,Executive,2.0,1.0,1.0,0.0,17.0,1.0,0.0,0.0,Married,16951.0
5110764.0,1.0,44.0,Yes,Analytics,25.0,Statistics,Male,43.0,3.0,1.0,Executive,3.0,1.0,3.0,1.0,27.0,19.0,0.0,0.0,M,18161.0
5110765.0,0.0,38.0,Rarely,Analytics,16.0,CA,Male,49.0,3.0,4.0,Manager,1.0,0.0,2.0,0.0,23.0,11.0,4.0,8.0,Married,20285.0
5110766.0,0.0,58.0,Yes,Analytics,16.0,Statistics,Male,57.0,3.0,2.0,AVP,3.0,1.0,2.0,1.0,19.0,23.0,2.0,2.0,Married,30787.0
5110767.0,0.0,55.0,Rarely,Analytics,20.0,Engineer,F,58.0,3.0,5.0,Senior Manager,3.0,0.0,9.0,0.0,17.0,23.0,1.0,9.0,Divorsed,26739.0
5110768.0,1.0,29.0,Rarely,Analytics,19.0,CA,Male,,4.0,4.0,Executive,1.0,0.0,1.0,1.0,18.0,4.0,0.0,1.0,Single,17389.0
5110769.0,1.0,50.0,Rarely,Sales,,Marketing Diploma,Male,56.0,4.0,5.0,Executive,3.0,0.0,1.0,1.0,19.0,3.0,0.0,2.0,Divorsed,17683.0
5110770.0,1.0,51.0,Rarely,Analytics,5.0,Statistics,Male,,3.0,1.0,Executive,3.0,0.0,9.0,1.0,17.0,18.0,2.0,7.0,Divorsed,
5110771.0,0.0,40.0,Rarely,Sales,7.0,Statistics,F,49.0,4.0,1.0,Manager,3.0,1.0,5.0,0.0,20.0,18.0,6.0,10.0,Divorsed,21902.0
5110772.0,0.0,,Yes,Analytics,4.0,CA,Male,30.0,3.0,2.0,Executive,4.0,0.0,4.0,0.0,17.0,13.0,7.0,2.0,Single,17088.0
5110773.0,0.0,31.0,Rarely,Sales,8.0,Statistics,Male,44.0,4.0,4.0,Senior Manager,2.0,0.0,9.0,0.0,26.0,10.0,0.0,1.0,Married,26557.0
5110774.0,0.0,29.0,Yes,Analytics,3.0,Statistics,Male,57.0,3.0,1.0,Manager,1.0,1.0,1.0,0.0,24.0,6.0,1.0,3.0,Married,23853.0
5110775.0,0.0,47.0,Rarely,Sales,3.0,Marketing Diploma,F,64.0,3.0,2.0,Senior Manager,5.0,0.0,2.0,0.0,31.0,25.0,16.0,8.0,Married,26453.0
5110776.0,0.0,33.0,Rarely,Analytics,8.0,CA,Male,49.0,3.0,4.0,Senior Manager,3.0,1.0,0.0,0.0,16.0,14.0,3.0,7.0,Divorsed,26691.0
5110777.0,0.0,46.0,Rarely,Analytics,16.0,Statistics,Male,52.0,3.0,3.0,VP,4.0,0.0,5.0,0.0,16.0,25.0,0.0,3.0,Married,34081.0
5110778.0,0.0,47.0,Rarely,Analytics,11.0,Statistics,Female,76.0,4.0,3.0,Manager,5.0,0.0,9.0,1.0,29.0,20.0,2.0,8.0,Married,20615.0
5110779.0,0.0,41.0,No,Analytics,12.0,Other,Male,53.0,3.0,4.0,Manager,3.0,0.0,4.0,0.0,17.0,12.0,1.0,8.0,Married,19975.0
5110780.0,0.0,33.0,Rarely,Analytics,8.0,CA,Male,49.0,3.0,2.0,Senior Manager,3.0,1.0,0.0,0.0,16.0,14.0,3.0,7.0,Divorsed,26691.0
5110781.0,1.0,48.0,No,Analytics,32.0,Statistics,Male,60.0,3.0,5.0,Senior Manager,4.0,1.0,2.0,1.0,18.0,11.0,10.0,10.0,Divorsed,27849.0
5110782.0,0.0,50.0,Rarely,Analytics,18.0,Statistics,F,50.0,4.0,4.0,Senior Manager,5.0,0.0,5.0,0.0,20.0,19.0,1.0,11.0,Married,28269.0
5110783.0,0.0,52.0,No,Sales,121.0,Statistics,Male,40.0,3.0,3.0,Executive,1.0,1.0,2.0,0.0,20.0,16.0,0.0,0.0,M,18482.0
5110784.0,1.0,34.0,Rarely,Analytics,7.0,CA,Male,53.0,3.0,4.0,Executive,5.0,0.0,2.0,0.0,16.0,8.0,1.0,3.0,Single,17960.0
5110785.0,0.0,42.0,Rarely,Marketing,,Engineer,Male,52.0,3.0,1.0,Executive,3.0,0.0,0.0,1.0,16.0,4.0,1.0,0.0,M,17696.0
5110786.0,1.0,51.0,Rarely,Analytics,5.0,Statistics,Male,,3.0,1.0,Executive,3.0,0.0,9.0,1.0,17.0,18.0,2.0,7.0,Divorsed,
5110787.0,0.0,29.0,Yes,,11.0,Statistics,Female,61.0,3.0,5.0,Executive,4.0,0.0,0.0,0.0,19.0,8.0,1.0,1.0,M,18291.0
5110788.0,0.0,48.0,Yes,Analytics,19.0,CA,Male,66.0,1.0,5.0,Manager,3.0,0.0,2.0,1.0,25.0,,3.0,8.0,Married,21067.0
5110789.0,0.0,41.0,No,Marketing,5.0,MBA,Male,60.0,5.0,4.0,Manager,4.0,1.0,6.0,0.0,24.0,10.0,1.0,2.0,Married,21430.0
5110790.0,1.0,23.0,Rarely,Analytics,6.0,Statistics,Female,36.0,3.0,4.0,Manager,3.0,0.0,1.0,1.0,25.0,5.0,1.0,3.0,Married,20171.0
5110791.0,0.0,32.0,Yes,Sales,10.0,CA,Male,35.0,5.0,1.0,Manager,2.0,1.0,0.0,0.0,22.0,9.0,0.0,7.0,Married,19668.0
5110792.0,1.0,53.0,Rarely,Sales,25.0,Statistics,Male,66.0,3.0,1.0,Senior Manager,5.0,0.0,6.0,1.0,18.0,15.0,2.0,2.0,Single,25448.0
5110793.0,0.0,38.0,Yes,Sales,7.0,Marketing Diploma,Male,43.0,3.0,3.0,Executive,1.0,0.0,5.0,0.0,23.0,14.0,6.0,,M,18793.0
5110794.0,1.0,27.0,No,Sales,32.0,CA,Male,81.0,5.0,5.0,Manager,5.0,1.0,9.0,0.0,24.0,8.0,3.0,3.0,Single,20969.0
5110795.0,0.0,36.0,Rarely,Analytics,1.0,Other,Female,35.0,3.0,3.0,Manager,4.0,1.0,0.0,0.0,20.0,10.0,0.0,5.0,Divorsed,20228.0
5110796.0,0.0,39.0,Rarely,Analytics,19.0,Statistics,Male,32.0,3.0,1.0,Manager,3.0,1.0,0.0,0.0,16.0,9.0,1.0,7.0,Single,19534.0
